ticket,PosixTime,author,newvalue
4,1256002628,balaji,"Replying to [comment:12 balaji]:
> An alternative to avoid doing the configure twice is for hwloc to never fail on configure, but to fail in the hwloc init call.

For clarity, by ""hwloc init call"" here I mean the library init call, not the HWLOC_INIT macro."
5,1253911804,bgoglin,"Using libpci to scan all devices is fairly easy actually. We can build the busid string from there, and then read /sys/bus/pci/devices/%s/{local_cpus,numa_node}. I have some code to fill the following kind of structure:
{{{
struct hwloc_iodev {
  char *busid; /* <domain>:<bus>:<dev>.<func> */
  char *name; /* obtain from pci.ids, or NULL */
  unsigned short vendor_id, device_id, device_class;
  hwloc_cpuset_t local_cpus; /* mask of procs nearby */
  unsigned numanode_osindex; /* numa node nearby */
}
}}}

numanode_osindex is probably useless, but I need to check that the kernel never set numanode without setting local_cpus properly. We could group all objects that have the same local_cpus/numanode_osindex, create doubly-linked lists of them, and attach the head of the list the lowest hwloc_obj that covers local_cpus. So each hwloc_obj_t will have two new fields:
{{{
   hwloc_iodev_t *first_iodev, *last_iodev;
}}}
(ABI change: I wonder if we should save 16bytes now to prepare the future). And each hwloc_iodev would have a ""rank"" within this list and a pointer to its ""parent"" hwloc_obj.

We only gather the linear list of objects, we don't gather the actual PCI hierarchy (I don't think we care about it). We could filter the device class to only keep GPUs, NICs, and other HPC-related stuff so that lstopo remains interesting.

Once the hwloc core has this, we can add some specific helper such as ""open an IB NIC near this cpuset"" or ""tell me the cpuset near this ibv_device that I just opened"" (not hard to implement). We'll need same info for Cuda but we still haven't feedback from their developers about this.
"
5,1254116887,bgoglin,"What's a properly set cpuset for a device? Do you want to add fake OS numbers to each device when discovering them ? (note for the implementers: modify cpuset of all objects covering this device when adding this fake OS number).

Also, on which level would these objects be stored? Are we breaking the rule that currently puts only objects with same type on the same level? Or do we add a new depth just for pci devices (and one for pci devices) ? (note to implementers: we'd have to make sure we don't put those below PROC)
And I guess we'll need a way to return ""not comparable"" from hwloc_compare_types().

By the way, GPUs will be inside socket in the near future, it's not only about machines and NUMA nodes :)
"
5,1254157513,sthibaul,">  What's a properly set cpuset for a device? Do you want to add fake OS
>  numbers to each device when discovering them ?

No, I meant cpu_set being the set of CPUs near the device.

>  Also, on which level would these objects be stored? Are we breaking the
>  rule that currently puts only objects with same type on the same level?

Well, I've never assumed this in my code actually :)

>  And I guess we'll need a way to return ""not comparable"" from
>  hwloc_compare_types().

Yes.

>  By the way, GPUs will be inside socket in the near future, it's not only
>  about machines and NUMA nodes :)

Right, and it's all the more interesting to be able to express that,
i.e. yes, have not only cache/cores objects in sockets.
"
5,1254158534,bgoglin,"> > Also, on which level would these objects be stored? Are we breaking the
> > rule that currently puts only objects with same type on the same level?
>
> Well, I've never assumed this in my code actually :)

I think we should have such a rule, otherwise things may become a huge mess if we ever break it.

And I think we should also document all such rules about somewhere, for instance with the ones about PROC being below, SYSTEM being above, cpusets not intersecting between children, cpusets possibly being empty IIRC (for empty NUMA nodes and devices?), ... Maybe put all this near hwloc_topology_check() and complete what this function actually checks.

> > And I guess we'll need a way to return ""not comparable"" from
> > hwloc_compare_types().
>
> Yes

We need to change hwloc_compare_types() as soon as possible then, it is supposed to return <0, 0 or >0 only for now. Otherwise we'll break the ABI when adding devices in post-1.0.
"
5,1254159185,sthibaul,"Oops, reading again:

> Are we breaking the rule that currently puts only objects with same type on the same level?

No, I don't mean that. I mean another level for PCI buses, another
level for GPUs, another level for Network boards, etc. But without any
strict inclusion order wrt to the levels enclosing CPUs, i.e. a PCI bus
could be along sockets in a machine, or along NUMA nodes in a machine.
A GPU could be along caches+cores in a socket.

> And I think we should also document all such rules

Yes.

> We need to change hwloc_compare_types() as soon as possible then, it is supposed to return <0, 0 or >0 only for now. Otherwise we'll break the ABI when adding devices in post-1.0.

We can use MAX_INT, MAX_INT-1, etc. as special values (#defined to some HWLOC macro of course).
"
5,1254202872,bgoglin,"Actually, maybe hwloc_compare_types() could also return 0 for non-comparable types. People would be advised to check if the types values are indeed equal when hwloc_compare_types returns 0."
5,1256226047,sthibaul,"os devices (e.g. eth0, ide0, hda, sda, etc.) should probably be yet other kinds of
objects: a RAID PCI device may have several disks, an Ethernet board
may have several net devices, etc. This can be seen e.g. in 

/sys/bus/pci/devices/*/ide0/*/block/*
/sys/bus/pci/devices/*/net/*
/sys/bus/pci/devices/*/host*/target*/*/block/*
/sys/bus/pci/devices/*/drm/*

(could use glob() to get these)
"
5,1256841790,sthibaul,"We could also provide functions like:

hwloc_obj_t hwloc_get_path_obj(hwloc_topology_t topo, const char *path);
hwloc_obj_t hwloc_get_fd_obj(hwloc_topology_t topo, int fd);

(the latter may return a network device or a disk device, depending on
whether it's a socket or a file. Mmm and how about nfs-mounted files!)
"
5,1301419999,bgoglin,"big TODO update
"
5,1302038228,bgoglin,Fixed in r3381.
5,1302038258,bgoglin,move to v1.3
6,1254117298,bgoglin,"> ""support levels that do not cover the whole machine? (no L3 above the cores of the second socket above)""

There's currently an implicit rule about every PROC being covered by one object of each level. If it's not the case, we need to rethink some functions. It's clear that some current functions in the helpers need to be their behavior clarified/fixed in this case. I haven't actually tested the code yet, will built a fake topology today.
"
6,1254157652,sthibaul,"Yes, I mean the GPU level (i.e. just a list of the available GPUs) would be independent from core/cache levels for instance.
"
6,1254225029,bgoglin,"After a deeper look at the code and some tests:

  * There seems to be some breakage in core discovery, causing multiple PROC levels to be created in the heterogeneous linux test.

  * The helper functions actually look ok. I didn't try them for real but reviewing the code makes me feel good about them. They don't seem to rely on having enough objects in a single level to cover any given cpuset (which was my first fear, 2nd point of initial report).

  * I am not sure what hwloc_distribute() should do if children are not at the same level. Maybe it doesn't matter for real cases but we'll probably see some ""missbalanced"" distribution on heterogeneous topologies :)

Once the heterogeneous tests/linux case works as expected, this bug could probably be closed.
"
6,1254226643,sthibaul,"linux testcase fixed by r1026 (stupid error while coding the algorithm).
"
7,1256886260,bgoglin,"After a look at the PLPA API, here's how we could provide wrappers to reimplement PLPA features on top of hwloc. It could be a hwloc/plpa.h with hwloc_plpa_ function prefix. A couple new helpers will be needed, but most of the stuff is straightforward.

  * init and finalize -> hwloc_topology_init+load and destroy, with topology as an additional parameter

  * api_probe -> do we need this ?

  * sched_set/getaffinity -> might add hwloc_get_cpubind(), but it's not supported by all OSes

  * have_topology_information -> could add a hwloc_topology_known(topology) returning 0 on non-supported OS ?

  * map_to_processor_id, map_to_socket_core -> easy to reimplement

  * get_processor_info -> deprecated, no need to reimplement

  * get_processor_data, get_processor_id, get_core/processor_flags-> require to know how many procs are offlines (and expose it in the API, hwloc_topology_nr_offlines_procs?), and which ones (return both the number and the cpuset of offline procs to the user?)

  * get_socket_info, get_socket_id, get_core_info, get_core_id -> easy

  * set_cache_behavior -> not needed since we add a topology parameter everywhere
"
7,1257403482,bgoglin,"I already have some code working here, I will send a proposal once 0.9.1 is released. I am reassigning this ticket to me for now."
7,1257957212,bgoglin,"(In [1333]) Add PLPA-like API

A new section is added at the end of the documentation, but we
do not generated manpages since users are encouraged to the native
hwloc API as soon as possible.

Refs #7."
7,1257957545,bgoglin,"One problem we have is that we cannot the binding-capability in the PLPA-interface. The reason is that PLPA wants to bind a thread given by a pid (ie do sched_setaffinity). hwloc only has the ability to bind the current thread, or to bind an entire process given by a pid.

Would it make sense to add support for the CPUBIND_THREAD policy in set_proc_cpubind? (and maybe rename it into set_pid_cpubind, or add set_thread_pid_cpubind)."
7,1257974766,sthibaul,"I am against mixing the notion of thread and pids.  Linux 2.4 did it
and it's still a mess today.  No application should ever use tids,
that's an internal Linux thing so applications manipulating tids
are non-portable already (gettid isn't even defined by glibc). An
application is only supposed to manage pthread_t-s.
"
8,1262625911,sthibaul,"The hwloc_debug warnings have been fixed by r1488, the remainder can't really be fixed and doesn't harm."
9,1279357548,bgoglin,"(In [2339]) Baby step towards memory binding:
* add hwloc_set/get_membind
* add --cpubind/--membind options to hwloc-bind
* support default, bind, preferred, interleave policies
* get_membind retrieves the policy as well as the cpuset
* strict flag not used so far

Many things to do:
* only implemented on Linux
* no support for other pids
* no support for address ranges
* no support bitmask yet
* the strict flag and binding policy might be better in different
  parameters of the functions (the former is always input while
  the latter is output if get_membind)

Refs #9"
9,1280422166,sthibaul,"(In [2371]) Activate membind support in hwloc-bind
Refs #9
"
9,1280422349,sthibaul,"See also r2370:

* Add stubs for other pids, address range, allocation, no implementation yet.
* Replace MEMBIND_BIND/PREFERRED with BIND/STRICT.
* Add MIGRATE, no implementation yet.
* Add support bitmask.
"
9,1280424296,sthibaul,"(In [2372]) add memory bind test, a few fixes. Refs #9."
9,1280475407,sthibaul,(In [2374]) * alloc_membind replacement when the OS doesn't have it but has set_area_membind. Refs #9.
9,1280497496,sthibaul,(In [2391]) Add hwloc_cpuset_from/to_nodeset. Refs #9.
9,1280501491,sthibaul,(In [2393]) Add alloc_membind for AIX and OSF. Refs #9.
9,1284652345,sthibaul,"One problem I have is that at least AIX and Solaris provide memory allocation policy functions, but they also set the thread binding at the same time.  I don't have a machine to check, but on Solaris you might even just not be able to have a thread and its allocated memory on different nodes: moving the thread using lgrp_affinity_set after allocating data perhaps just migrates memory.
"
9,1284710120,bgoglin,"Do nothing on AIX and Solaris when STRICT is given then?
"
9,1284740439,sthibaul,"Well, it's not so easy:
- hwloc_set_cpubind(STRICT);
- hwloc_set_proc_membind();

doing binding in membind will override the strict cpubind.
"
9,1288276646,bgoglin,"(In [2651]) Merge membind branch into trunk

This commit fixes #9.

"
9,1301420183,bgoglin,Milestone v1.1 deleted
10,1255288333,bgoglin,"(In [1156]) Rework the Linux-cpuset management code to handle cgroup as well.
We look at cgroup-cpuset first and then at plain cpuset.

This commit fixes #10.

We could have an env variable to configure the mount-point of
cgroup or cpuset filesystem, or search it at configure."
11,1387215397,bgoglin,"SGI switching IRIX from maintenance mode to retired mode at the end of 2013, we're not going to add IRIX support now.
http://www.sgi.com/services/support/irix_mips_support.html"
12,1257403359,bgoglin,"We'll probably want hwloc_get_cpubind() in 1.0 for other reason (PLPA, ...) so I think we can move this ticket to the 1.0 milestone as well."
12,1266180432,sthibaul,"The get_cpubind function is already in.
There are several ways I can see

- Add a configuration flag to limit the discovery to the current binding of the process
- Add a configuration function to limit the discovery to a given cpuset. To get the current binding of the process, one has to run a first discovery, then use get_cpubind, then run a second one with the configuration. This is tedious, the API works this way.
- Add a function to restrict a discovered topology to a given cpuset. This looks like within the scope of the functions we are thinking about for network use (extract part of a topology, merge topologies).

Do we still want this for 1.0?"
12,1267361539,bgoglin,"Move this to 1.1 since Ashley doesn't seem to need it.
"
12,1287943913,bgoglin,"move this to 1.2, too late to discuss for 1.1"
12,1296665356,bgoglin,"Copy Samuel's ideas from above into the core of the ticket, and add comments.

I don't understand the third point. Does it refer to when we thought we would have cpusets covering multiple machines at the same time ? It looks like we switched to single-machine cpusets and NULL cpusets for multiple-machine objects now.
"
12,1296745256,sthibaul,"> Does it refer to when we thought we would have cpusets covering multiple machines at the same time ?

No, I never thought that, actually :)

I just meant it's the same kind of operation which should probably go to the same documentation part: you have an existing topology object, and you build another one from that. Restricting to a cpuset is just a kind of operation, just like you could want to restrict to a subtree (when you don't have a cpuset to designate the part you want to keep, e.g. network topologies), merge some parts of a machine, or different machines, etc.
"
12,1296815074,bgoglin,"(In [3153]) Branch to work on topology restriction

Refs #12

"
12,1300289301,bgoglin,"(In [3268]) Merge the restrict branch intro trunk

This introduces:
  hwloc_topology_restrict(topology, cpuset, flags)
and
  lstopo --restrict

This commit fixes #12

"
12,1313824112,bgoglin,Milestone v1.2 deleted
13,1278350952,bgoglin,"(In [2289]) Add --ignore to hwloc-distrib.

It may be better if we add --among <type> so as to start
at type objects directly but it requires more work.

Refs #13

Suggested by Jirka Hladky"
13,1278350971,bgoglin,"(In [2290]) Add --among <type> to hwloc-distrib to distribute starting
from a lower level than the top object.

Refs #13

Suggested by Jirka Hladky"
13,1279186908,bgoglin,"(In [2323]) Store PCIVendor and PCIDevice in obj infos

This commit fixes #13.
(everything is in trunk, except the PCI stuff
 which is still in the non-yet merged PCI branch)

"
13,1284645563,bgoglin,"Was closed by mistake, reopen."
13,1284907836,bgoglin,"Changing this back from 1.1 to future. 1.1 will already have interesting things like --among and --ignore which let you ignore intermediate asymmetric levels. Other features cited above such as GPU support won't make it for 1.1 anyway, so we'll see later."
13,1289950188,sthibaul,"(In [2792]) - Add ""until"" parameter to hwloc_distribute.
- Introduce hwloc_distributev, equivalent to hwloc_distribute but takes an array of objects instead of just one root.
- Make hwloc-distrib use hwloc_distributev instead of inlining its top level.
- Rename hwloc-distrib's --among option into --from.  Add --to and --at options.
- Document all this. Also document that unbalanced topologies are not properly balanced yet. Refs #13
"
13,1290431318,sthibaul,This is done by r2807 and r2809.
14,1255286828,bgoglin,"(In [1153]) Move the lstopo XML code back into the XML backend and export it
in the public API as hwloc_topology_export_xml(topo, filename).

This commit fixes #14."
15,1264356744,sthibaul,(In [1660]) Add x86-cpuid backend. Refs #15.
15,1266180744,sthibaul,"AMD64 topology done in r1699, r1700, r1701."
15,1267361666,bgoglin,fix title
15,1267384931,bgoglin,distance stuff moved to #32
15,1267385156,bgoglin,"updates:
  * AMD magny-cours support is OK
  * numa distance in XML is in #32
  * envvar are properly documented (except the ugly debugging one, on purpose)"
15,1270015309,bgoglin,Use parts of /proc/cpuinfo in the sysfs backend
15,1272748824,bgoglin,add hwloc-calc TODOs
15,1274245394,bgoglin,link to taskset support discussion
15,1274521080,bgoglin,"  * taskset is done
  * rename hwloc_cpuset_from_string into hwloc_cpuset_sscanf ?"
15,1274801708,bgoglin,"Author: bgoglin
Date: 2010-05-25 11:28:20 EDT (Tue, 25 May 2010)
New Revision: 2142
URL: https://svn.open-mpi.org/trac/hwloc/changeset/2142

Log:
When nothing (except options) is given on the hwloc-calc command-line,
read from stdin and process line-by-line. Multiple objects in the same
line should be separated by spaces.
"
15,1278746677,bgoglin,"* misc ideas from Jirka Hladky (additions to tools)
* remove some stuff that was implemented (insert misc obj in topo/lstopo)"
15,1279008788,bgoglin,"hwloc-calc --intersect added in r2307
"
15,1284916857,bgoglin,Need to use /sys/devices/system/node/node0/hugepages/hugepages-2048kB/nr_hugepages
15,1285534710,bgoglin,cpuset_from_string renamed into bitmap_sscanf in the bitmap branch
15,1288450579,bgoglin,"update stuff, remove obsolete/done stuff, ..."
15,1289951099,sthibaul,Added idea of topology configuration to restrict detection to a portion of the machine.
15,1294155885,bgoglin,bitmap<->stringlist functions added in trunk@3013
15,1294156046,bgoglin,misc ideas
15,1297873800,bgoglin,random ideas probably good for 1.2
15,1297962599,bgoglin,hwloc-calc --number-of added in 3177
15,1298024597,bgoglin,HT doc in r3180
15,1301340444,bgoglin,Relaxed distance-based grouping
15,1302038287,bgoglin,random remaining stuff for the main I/O ticket (#5 now closed)
15,1303894316,bgoglin,remove misc stuff that are done or have their own ticket
15,1313150666,sthibaul,"Use cpuid's apicid to implement get_last_cpu_location(THREAD)
"
15,1316807549,bgoglin,"Jeff/Ralph requests binding info in XML and a ""symmetric children"" flag"
15,1317618111,bgoglin,"(In [3894]) Add a symmetric_subtree object attribute

Refs #15"
15,1317619688,bgoglin,"symmetric attribute done
"
15,1317730393,bgoglin,trunk@3907 can now combine cpuinfo (for cpu model) and sysfs info.
15,1319349715,bgoglin,misc additions from my todo list
15,1335183164,bgoglin,"cci interoperability
"
15,1342937184,bgoglin,cleanup/update stuff
15,1353140435,bgoglin,misc updates
15,1355260547,bgoglin,"misc updates
"
15,1358518599,bgoglin,"(In [5249]) hwloc-info: Add --ancestors and --ancestor <type>

They dump one or all ancestors of the given objects.

Refs #15"
15,1358540692,bgoglin,two requests from the hwloc tutorial at ComPAS last monday
15,1360964294,bgoglin,"BlueGene is done for real, it's not a random joke anymore."
15,1378894257,bgoglin,misc updates
15,1396298244,bgoglin,these lines have their own tickets.
16,1256083158,jsquyres,"(In [1198]) Refs #16: remove a whole pile of compiler warnings:

 * Ensure variables are declared at the tops of blocks, not in the
   middle of blocks
 * Don't have variables named ""string"" or ""index"" (those are function
   names)
 * Use ""__inline"", not ""inline""
 * Removed unused function: hwloc_linux_set_proc_cpubind()
 * Resolved some ""local shadow"" variable declarations
"
16,1256086590,jsquyres,"There's one really pedantic warning left (weird complaining about not finding a prototype for vsnprintf()) that I can't seem to get rid of when using Pavan's build flags.  But I suspect that Pavan's flags are a bit overly pedantic, so I'm going to ignore that for now and close this ticket.  :-)"
16,1256132383,balaji,"The vsnprintf warnings occur because snprintf and vsnprintf are present only in C99, not C89. There are a few solutions possible:

1. Check in configure to (i) add a prototype for snprintf/vsnprintf where needed and (ii) add an alternative implementation for them for platforms that don't provide them.

2. An alternative (simpler) solution is to include MPL (https://svn.mcs.anl.gov/repos/mpi/mpich2/trunk/src/mpl) into hwloc and just use MPL_snprintf and friends everywhere.

3. Check if snprintf/vsnprintf exist in configure and abort if they don't. Other libraries relying on hwloc can see this error and not build hwloc in those cases.

Not sure if either approach is acceptable for you guys, so I'm leaving this ticket as closed. Please reopen if appropriate.

Btw, there are some other warnings too because the return values of fgets and fscanf are not checked. But those are relatively minor, IMHO."
17,1259675252,jsquyres,"Chris Samuel pointed out another icc warning of the flavor:

{{{
icc: command line warning #10121: overriding '-stdc99' with '-stdgnu99'
icc: command line warning #10156: ignoring option '-W'; no argument required
}}}

The first one stems from the compile line, which you can see if you {{{make V=1}}}:

{{{
libtool: compile:  icc -std=c99 -DHAVE_CONFIG_H -I. -I../include/private -I../include/hwloc -I../include -I../include -std=gnu99 -Wall -Wmissing-prototypes -Wundef -Wpointer-arith -Wcast-align -I/usr/include/libxml2 -g -O2 -MT topology.lo -MD -MP -MF .deps/topology.Tpo -c topology.c  -fPIC -DPIC -o .libs/topology.o
}}}

You can see both ""-std=c99"" ''and'' ""-std=gnu99"", which -- at least at first blush -- doesn't seem right.  Part of the problem ''might'' be in config/hwloc.m4:

{{{
  if test ""x$GCC"" = ""xyes""; then
    GCC_CFLAGS=""-std=gnu99 -Wall -Wmissing-prototypes -Wundef""
}}}

icc lies to impersonate gcc and probably allows the ""are we using GCC?"" test to fill $GCC with ""yes"", which could somehow lead to the repetitive -std option.

As for the -W warnings, I'm not sure specifically which one it is referring to, but it could also stem from the same test in hwloc.m4 (where icc is lying about being GCC).  If it helps, we have a better detection m4 algorithm in Open MPI that ''really'' figures out if the compiler is GCC or not.  Something to check into..."
17,1262626755,sthibaul,(In [1560]) fix icc's pickyness about parameter ordering (even if all these functions are _marked_ const...); Refs #17
17,1262626847,sthibaul,(In [1561]) avoid warning about maxwidth/maxheight not being always used. Refs #17
17,1262627722,sthibaul,(In [1565]) fix icc's pickyness about parameter ordering (even if all these functions are _marked_ const...); Refs #17
17,1262628096,sthibaul,"first and second types of warning should be fixed by now, except the dtd which could be looked at."
17,1271798868,bgoglin,"Most of these should be fixed or acceptable now, closing."
18,1271798942,bgoglin,"Does any of this still apply/matter today?
"
18,1271851037,jsquyres,"I don't think we should be targeting C89 -- that's just too old.  C99 has some merit, and there's a few warnings left -- I'll dig a little..."
18,1271852855,jsquyres,"(In [1986]) Refs #18.  Fix some compiler warnings:

 * Note the change of typeof to !__typeof__ -- I got that from
   http://gcc.gnu.org/onlinedocs/gcc/Typeof.html.
 * I fixed a few places where local variables shadowed globals.  On a
   RHEL 5.4 system, apparently <string.h> declares a global variable
   named ""index"" (!), and <math.h> declares a global named ""y1"".
   Who thought that was a good idea?

The compiler flags that I used to test this were (on RHEL 5.4):

{{{
# With gcc 4.1.2
./configure CFLAGS=""-std=c99 -Wall -Wmissing-prototypes -Wundef \
-Wpointer-arith \
-Wcast-align -O2 -Wall -Wextra -Wno-missing-field-initializers \
-Wstrict-prototypes -Wmissing-prototypes -DGCC_WALL \
-Wno-unused-parameter -Wno-unused-label -Wshadow
-Wmissing-declarations \
-Wno-long-long -Wfloat-equal -Wdeclaration-after-statement -Wundef \
-Wno-endif-labels -Wpointer-arith -Wbad-function-cast -Wcast-align \
-Wwrite-strings -Wno-sign-compare -Waggregate-return \
-Wold-style-definition -Wno-multichar -Wno-deprecated-declarations \
-Wpacked -Wnested-externs -Winvalid-pch -Wno-pointer-sign \
-Wvariadic-macros -Wno-format-zero-length \
-D_POSIX_C_SOURCE=199506L"" \
  2>&1 | tee config.out
}}}

and

{{{
# With Intel compiler 10.0.0
./configure CC=icc CFLAGS=""-std=c99 -Wall -Wmissing-prototypes \
-Wpointer-arith \
-O2 -Wall \
-Wstrict-prototypes -Wmissing-prototypes -DGCC_WALL \
-Wshadow -Wmissing-declarations \
-Wpointer-arith \
-Wwrite-strings \
-Wno-multichar"" \
  2>&1 | tee config.out
}}}
"
18,1274245422,bgoglin,"1.0 is out, this should be ok now"
19,1256544468,bgoglin,"Should be fixed in commit r1229:

Author: sthibaul <sthibaul@4b44e086-7f34-40ce-a3bd-00e031736276>
Date:   Fri Oct 23 11:17:39 2009 +0000

    Fix warnings: check the value returned by fgets and fscanf. Thanks Pavan Balaji for pointing them out
"
20,1256160405,sthibaul,"(In [1216]) Tinker GetProcAddress declaration to drop spurious warning, closes #20"
20,1256160542,sthibaul,"(In [1217]) backport r1216: Tinker GetProcAddress declaration to drop spurious warning, closes #20"
21,1256225341,sthibaul,"I think it's not available on any other OS than Linux, but we could introduce a configuration function hwloc_topology_set_pid(topology, pid) that calls an OS-specific callback, or returns -1 (ENOSYS) when not supported.
"
21,1256227169,sthibaul,"An lstopo option can also be added.
"
21,1264863628,bgoglin,"""what cpuset they're bound to"" is just an example.
A configuration function hwloc_topology_set_pid(topology, pid) would
mean that the discovery has to be done from the view of the given pid,
and thus the allowed_cpuset should be according to that view, thus
administrative restrictions.

Just to give an example: lstopo --pid 1234 would not only show where the
process is currently bound to, but also its allowed cpuset, which can be
useful when monitoring applications run by a batch scheduler or such.
"
21,1266179981,sthibaul,"(In [1726]) Allow lookup of specific PIDs, fixes #21."
22,1256219731,bgoglin,Already possible by passing HWLOC_TOPOLOGY_FLAG_WHOLE_SYSTEM to hwloc_topology_set_flags
23,1258988687,jsquyres,Tightened up the wiki syntax a little.  :-)
23,1258988961,jsquyres,"Do we really want to add network detection into hwloc?  hwloc as it is is a nice small utility for examining topology '''inside a single server'''. 

Expanding larger than that gets into highly network-specific detection technologies.  Do we want to go there?  Here's some random points that occur to me in no particular order:

 * If we do, perhaps we should use a real plugin framework where there's an established API that plugins adhere to.  Then network makers can add their own plugins without impacting anything else in the code base.
 * If we don't (e.g., in the ""keep utilities small, simple, and single-purpose"" argument), perhaps a companion library (""netloc""?) could take on this task.
 * Or perhaps a good compromise is to do both plugins that allow for discovery of ''anything'' and insert them into the hwloc hierarchical data structures (e.g., GPUs, other peripherals, etc.).

Thoughts?  Is this worth a phone call?"
